# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Rv1502	Rv1502	Rv1502	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	2
Rv1505c	Rv1505c	Rv1505c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv1506c	Rv1506c	Rv1506c	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv1507A	Rv1507A	Rv1507A	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv1507c	Rv1507c	Rv1507c	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv1508A	Rv1508A	Rv1508A	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1508c	Rv1508c	Rv1508c	protein_coding	0	1	1	2	0	0	0	0	1	0	1	0	0	0	0	0	1	1
Rv1509	Rv1509	Rv1509	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1510	Rv1510	Rv1510	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1513	Rv1513	Rv1513	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1514c	Rv1514c	Rv1514c	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1
Rv1515c	Rv1515c	Rv1515c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1516c	Rv1516c	Rv1516c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1517	Rv1517	Rv1517	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1518	Rv1518	Rv1518	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Rv1519	Rv1519	Rv1519	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1520	Rv1520	Rv1520	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1523	Rv1523	Rv1523	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1524	Rv1524	Rv1524	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rv1526c	Rv1526c	Rv1526c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1531	Rv1531	Rv1531	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1532c	Rv1532c	Rv1532c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1533	Rv1533	Rv1533	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1546	Rv1546	Rv1546	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1556	Rv1556	Rv1556	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1558	Rv1558	Rv1558	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1565c	Rv1565c	Rv1565c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1566c	Rv1566c	Rv1566c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1567c	Rv1567c	Rv1567c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1571	Rv1571	Rv1571	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv1573	Rv1573	Rv1573	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	1
Rv1574	Rv1574	Rv1574	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv1575	Rv1575	Rv1575	protein_coding	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	2
Rv1576c	Rv1576c	Rv1576c	protein_coding	1	0	0	3	0	0	0	0	3	0	0	0	0	1	0	0	0	0
Rv1577c	Rv1577c	Rv1577c	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Rv1578c	Rv1578c	Rv1578c	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Rv1579c	Rv1579c	Rv1579c	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	2
Rv1580c	Rv1580c	Rv1580c	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv1581c	Rv1581c	Rv1581c	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv1582c	Rv1582c	Rv1582c	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv1583c	Rv1583c	Rv1583c	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1584c	Rv1584c	Rv1584c	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1585c	Rv1585c	Rv1585c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1586c	Rv1586c	Rv1586c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1587c	Rv1587c	Rv1587c	protein_coding	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2
Rv1588c	Rv1588c	Rv1588c	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1
Rv1590	Rv1590	Rv1590	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1591	Rv1591	Rv1591	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1592c	Rv1592c	Rv1592c	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv1593c	Rv1593c	Rv1593c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1597	Rv1597	Rv1597	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1
Rv1598c	Rv1598c	Rv1598c	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1610	Rv1610	Rv1610	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1615	Rv1615	Rv1615	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1616	Rv1616	Rv1616	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1619	Rv1619	Rv1619	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1624c	Rv1624c	Rv1624c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1626	Rv1626	Rv1626	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1627c	Rv1627c	Rv1627c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1632c	Rv1632c	Rv1632c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1634	Rv1634	Rv1634	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1635c	Rv1635c	Rv1635c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1637c	Rv1637c	Rv1637c	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Rv1638A	Rv1638A	Rv1638A	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1639c	Rv1639c	Rv1639c	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Rv1645c	Rv1645c	Rv1645c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1647	Rv1647	Rv1647	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Rv1648	Rv1648	Rv1648	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1669	Rv1669	Rv1669	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1670	Rv1670	Rv1670	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1671	Rv1671	Rv1671	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1672c	Rv1672c	Rv1672c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv1673c	Rv1673c	Rv1673c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv1674c	Rv1674c	Rv1674c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv1676	Rv1676	Rv1676	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Rv1678	Rv1678	Rv1678	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1680	Rv1680	Rv1680	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1682	Rv1682	Rv1682	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Rv1683	Rv1683	Rv1683	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1684	Rv1684	Rv1684	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1685c	Rv1685c	Rv1685c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1686c	Rv1686c	Rv1686c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1687c	Rv1687c	Rv1687c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1691	Rv1691	Rv1691	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv1692	Rv1692	Rv1692	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv1693	Rv1693	Rv1693	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv1697	Rv1697	Rv1697	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1700	Rv1700	Rv1700	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1701	Rv1701	Rv1701	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1702c	Rv1702c	Rv1702c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1703c	Rv1703c	Rv1703c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1706A	Rv1706A	Rv1706A	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv1707	Rv1707	Rv1707	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1708	Rv1708	Rv1708	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1711	Rv1711	Rv1711	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1714	Rv1714	Rv1714	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1716	Rv1716	Rv1716	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rv1717	Rv1717	Rv1717	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1718	Rv1718	Rv1718	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1719	Rv1719	Rv1719	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1722	Rv1722	Rv1722	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1723	Rv1723	Rv1723	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1724c	Rv1724c	Rv1724c	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Rv1725c	Rv1725c	Rv1725c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1726	Rv1726	Rv1726	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1727	Rv1727	Rv1727	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1728c	Rv1728c	Rv1728c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1729c	Rv1729c	Rv1729c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1730c	Rv1730c	Rv1730c	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
Rv1732c	Rv1732c	Rv1732c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1733c	Rv1733c	Rv1733c	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Rv1734c	Rv1734c	Rv1734c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv1735a	Rv1735a	Rv1735a	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1735c	Rv1735c	Rv1735c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1738	Rv1738	Rv1738	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1739c	Rv1739c	Rv1739c	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rv1742	Rv1742	Rv1742	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1744c	Rv1744c	Rv1744c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1747	Rv1747	Rv1747	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1748	Rv1748	Rv1748	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv1749c	Rv1749c	Rv1749c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1751	Rv1751	Rv1751	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Rv1752	Rv1752	Rv1752	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1754c	Rv1754c	Rv1754c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv1765c	Rv1765c	Rv1765c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1766	Rv1766	Rv1766	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1767	Rv1767	Rv1767	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1769	Rv1769	Rv1769	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1770	Rv1770	Rv1770	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv1771	Rv1771	Rv1771	protein_coding	0	0	1	4	0	0	0	0	3	0	1	0	0	0	0	0	0	1
Rv1772	Rv1772	Rv1772	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv1773c	Rv1773c	Rv1773c	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1774	Rv1774	Rv1774	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv1775	Rv1775	Rv1775	protein_coding	1	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	1
Rv1776c	Rv1776c	Rv1776c	protein_coding	0	0	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0
Rv1778c	Rv1778c	Rv1778c	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv1779c	Rv1779c	Rv1779c	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv1780	Rv1780	Rv1780	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1786	Rv1786	Rv1786	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1794	Rv1794	Rv1794	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1804c	Rv1804c	Rv1804c	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	4
Rv1805c	Rv1805c	Rv1805c	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	4
Rv1810	Rv1810	Rv1810	protein_coding	0	0	1	8	0	0	0	0	4	0	1	0	0	0	0	0	0	4
Rv1812c	Rv1812c	Rv1812c	protein_coding	0	0	1	6	0	0	0	0	3	0	1	0	0	0	0	0	0	3
Rv1813c	Rv1813c	Rv1813c	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	3
Rv1815	Rv1815	Rv1815	protein_coding	1	0	1	3	0	0	0	0	1	1	1	0	0	0	0	0	0	2
Rv1816	Rv1816	Rv1816	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Rv1817	Rv1817	Rv1817	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Rv1836c	Rv1836c	Rv1836c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1841c	Rv1841c	Rv1841c	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv1842c	Rv1842c	Rv1842c	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	3
Rv1847	Rv1847	Rv1847	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1855c	Rv1855c	Rv1855c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1856c	Rv1856c	Rv1856c	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1861	Rv1861	Rv1861	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1863c	Rv1863c	Rv1863c	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv1864c	Rv1864c	Rv1864c	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv1865c	Rv1865c	Rv1865c	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv1866	Rv1866	Rv1866	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	3
Rv1867	Rv1867	Rv1867	protein_coding	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0
Rv1868	Rv1868	Rv1868	protein_coding	0	1	1	4	0	0	0	0	2	0	1	0	0	0	0	0	1	2
Rv1869c	Rv1869c	Rv1869c	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	3
Rv1870c	Rv1870c	Rv1870c	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	3
Rv1871c	Rv1871c	Rv1871c	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	3
Rv1873	Rv1873	Rv1873	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	4
Rv1874	Rv1874	Rv1874	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	4
Rv1875	Rv1875	Rv1875	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	2
Rv1877	Rv1877	Rv1877	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv1879	Rv1879	Rv1879	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv1882c	Rv1882c	Rv1882c	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv1883c	Rv1883c	Rv1883c	protein_coding	0	0	2	3	0	1	0	0	2	0	1	0	0	0	0	0	0	1
Rv1887	Rv1887	Rv1887	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1890c	Rv1890c	Rv1890c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1891	Rv1891	Rv1891	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1892	Rv1892	Rv1892	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1893	Rv1893	Rv1893	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1894c	Rv1894c	Rv1894c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1895	Rv1895	Rv1895	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
Rv1896c	Rv1896c	Rv1896c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1897c	Rv1897c	Rv1897c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1898	Rv1898	Rv1898	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1903	Rv1903	Rv1903	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1904	Rv1904	Rv1904	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1906c	Rv1906c	Rv1906c	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Rv1907c	Rv1907c	Rv1907c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1910c	Rv1910c	Rv1910c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1913	Rv1913	Rv1913	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	1
Rv1914c	Rv1914c	Rv1914c	protein_coding	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	10
Rv1919c	Rv1919c	Rv1919c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1920	Rv1920	Rv1920	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Rv1922	Rv1922	Rv1922	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1924c	Rv1924c	Rv1924c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1928c	Rv1928c	Rv1928c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1929c	Rv1929c	Rv1929c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1930c	Rv1930c	Rv1930c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1931c	Rv1931c	Rv1931c	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1936	Rv1936	Rv1936	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1937	Rv1937	Rv1937	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1941	Rv1941	Rv1941	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1944c	Rv1944c	Rv1944c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1945	Rv1945	Rv1945	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1947	Rv1947	Rv1947	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1948c	Rv1948c	Rv1948c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1950c	Rv1950c	Rv1950c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1951c	Rv1951c	Rv1951c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1954c	Rv1954c	Rv1954c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1957	Rv1957	Rv1957	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1958c	Rv1958c	Rv1958c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1961	Rv1961	Rv1961	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv1972	Rv1972	Rv1972	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv1973	Rv1973	Rv1973	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1974	Rv1974	Rv1974	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1975	Rv1975	Rv1975	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv1976c	Rv1976c	Rv1976c	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1977	Rv1977	Rv1977	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	2
Rv1978	Rv1978	Rv1978	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1979c	Rv1979c	Rv1979c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1985c	Rv1985c	Rv1985c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1986	Rv1986	Rv1986	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1987	Rv1987	Rv1987	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1989c	Rv1989c	Rv1989c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1990c	Rv1990c	Rv1990c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
